TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Page Count,Place,,,
A00941,99838076,2434,STC 11049; ESTC S102286,Free,"Cicero, Marcus Tullius.; Ascham, Roger, 1515-1568.; Fleming, Abraham, 1552?-1607.",1576,"A panoplie of epistles, or, a looking glasse for the vnlearned Conteyning a perfecte plattforme of inditing letters of all sorts, to persons of al estates and degrees, as well our superiours, as also our equalls and inferiours: vsed of the best and the eloquentest rhetoricians that haue liued in all ages, and haue beene famous in that facultie. Gathered and translated out of Latine into English, by Abraham Flemming.; Panoplie of epistles.",Letter writing -- Early works to 1800.,458, London,,,
A00942,33142627,28155,STC 1105.5; ESTC S3096,Free,,1629,"A Batchelers resolution, or, Have among you now, widowes or maydes ... to the tune of The blazing torch.","Ballads, English -- 17th century.; Broadsides -- London (England) -- 17th century.",2,S.l.,,,
A00943,99854879,20334,STC 11050; ESTC S119672,Free,"Fleming, Abraham, 1552?-1607.",1577,"A straunge and terrible wunder wrought very late in the the parish church of Bongay, a tovvn of no great distance from the citie of Norwich, namely the fourth of this August, in ye yeere of our Lord 1577 in a great tempest of violent raine, lightning, and thunder, the like wherof hath been seldome seene. With the appeerance of an horrible shaped thing, sensibly perceiued of the the people then and there assembled. Drawen into a plain method according to the written copye. by Abraham Fleming.",Apparitions -- Early works to 1800.; Thunderstorms -- England -- Early works to 1800.,22, London,,,
A00945,99851226,16494,STC 11053; ESTC S116009,Free,"Fletcher, Anthonie.",1595,"Certaine very proper, and most profitable similies wherein sundrie, and very many, most foule vices, and dangerous sinnes, of all sorts, are so plainly laid open, and displaied in their kindes, and so pointed at with the finger of God, ... Collected by Anthonie Fletcher, minister of the word of God, ... This present yeere of our happines 1595.",Christian life -- Early works to 1800.,184,  London,,,
A00946,99841345,5921,STC 11055; ESTC S105618,Free,"Fletcher, Giles, 1549?-1611.",1593,"Licia, or Poemes of loue in honour of the admirable and singular vertues of his lady, to the imitation of the best Latin poets, and others. Whereunto is added the rising to the crowne of Richard the third.","Richard -- III, -- King of England, 1452-1485 -- Poetry.",98,Cambridge,,,
A00947,99838082,2440,STC 11056; ESTC S102293,Free,"Fletcher, Giles, 1549?-1611.",1591,"Of the Russe common wealth. Or, Maner of gouernement of the Russe emperour, (commonly called the Emperour of Moskouia) with the manners, and fashions of the people of that countrey.",Soviet Union -- Early works to 1800.,240, London,,,
A00948,99852832,18184,STC 11058; ESTC S117620,Free,"Fletcher, Giles, 1588?-1623.",1610,"Christs victorie, and triumph in Heauen, and earth, ouer, and after death",Jesus Christ -- Poetry.,108,Cambridge,,,
A00954,99852833,18185,STC 11062; ESTC S117621,Free,"Fletcher, Giles, 1588?-1623.",1623,The revvard of the faithfull. The labour of the faithfull. The grounds of our faith,Fatih -- Early works to 1800.,446, London,,,
A00958,99838111,2470,STC 11064; ESTC S102322,Free,"Fletcher, John, 1579-1625.; Jonson, Ben, 1573?-1637.; Massinger, Philip, 1583-1640.",1639,The bloody brother A tragedy. By B.J.F.,,76,London,,,
A00959,99838109,2468,STC 11065; ESTC S102320,Free,"Fletcher, John, 1579-1625.; Jonson, Ben, 1573?-1637.; Massinger, Philip, 1583-1640.",1640,The tragÂÃ’dy of Rollo Duke of Normandy Acted by His Majesties Servants. Written by John Fletcher Gent.; Bloody brother,,76,Oxford,,,
A00960,99838141,2504,STC 11066; ESTC S102356,Free,"Fletcher, John, 1579-1625.; Massinger, Philip, 1583-1640.",1637,"The elder brother a comedie. Acted at the Blacke Friers, by his Maiesties Servants. Printed according to the true copie. Written by Iohn Fletcher Gent.",,76,London,,,
A00962,99841346,5922,STC 11068; ESTC S105619,Free,"Fletcher, John, 1579-1625.",1610,The faithfull shepheardesse. By Iohn Fletcher,,86,  London,,,
A00966,99838154,2517,STC 11072; ESTC S102369,Free,"Fletcher, John, 1579-1625.",1640,"The night-vvalker, or The little theife A comedy, as it vvas presented by her Majesties Servants, at the Private House in Drury Lane. Written by Iohn Fletcher. Gent.; Night-walker",,78,London,,,
A00967,99838159,2522,STC 11073; ESTC S102374,Free,"Fletcher, John, 1579-1625.; Cervantes Saavedra, Miguel de, 1547-1616. Casamiento engaÃŒÂ±oso.",1640,Rule a vvife and have a wife A comoedy. Acted by His Majesties Servants. Written by John Fletcher Gent.,,76,Oxford,,,
A00968,99838160,2523,STC 11074; ESTC S102375,Free,"Fletcher, John, 1579-1625.; Massinger, Philip, 1583-1640.",1621,"The tragedy of Thierry King of France, and his brother Theodoret As it was diuerse times acted at the Blacke-Friers by the Kings Maiesties Seruants.",,76,London,,,
A00969,99842001,6624,STC 11075; ESTC S106283,Free,"Fletcher, John, 1579-1625.; Shakespeare, William, 1564-1616. aut",1634,"The two noble kinsmen presented at the Blackfriers by the Kings Maiesties servants, with great applause: written by the memorable worthies of their time; Mr. Iohn Fletcher, and Mr. William Shakspeare. Gent.",,92,  London,,,
A00970,99852834,18186,STC 11076; ESTC S117622,Free,"Fletcher, Joseph, 1577?-1637, attributed name.; Ford, John, 1586-ca. 1640, attributed name.",1613,"Christes bloodie sweat, or the Sonne of God in his agonie. By I.F.",,70,London,,,
A00972,99841335,5910,STC 11078; ESTC S105608,Free,"Fletcher, Joseph, 1577?-1637.; Cecil, Thomas, fl. 1630, engraver.",1628,"The historie of the perfect-cursed-blessed man setting forth mans excellency by his generation, miserie [by his] degeneration, felicitie [by his] regeneration. By I.F. Master of Arts, preacher of Gods word, and rector of Wilbie in Suff.",Man (Christian theology) -- Poetry.,104,London,,,
A00973,99841347,5923,STC 11079.5; ESTC S105620,Free,"Fletcher, Phineas, 1582-1650.; Spenser, Edmund, 1552?-1599, attributed name.; Fletcher, Giles, 1588?-1623, attributed name.",1628,"Brittain's Ida. Written by that renowned poÃŒÃ‡t, Edmond Spencer",,39,London,,,
A00975,99850328,15519,STC 11080; ESTC S115109,Free,"Fletcher, Phineas, 1582-1650.",1632,"Ioy in tribulation. Or, Consolations for the afflicted spirits. By Phinees Fletcher, B.D. and minister of Gods Word at Hilgay in Norfolke",Consolation -- Early works to 1800.,348,London,,,
A00977,38160733,29312,STC 11082.5; ESTC S5142,Free,"Fletcher, Phineas, 1582-1650.",1633,"The purple island, or, The isle of man together with Piscatorie eclogs and other poeticall miscellanies / by P.F.",,335,Cambridge,,,
A00979,99838167,2530,STC 11083; ESTC S102382,Free,"Fletcher, Phineas, 1582-1650.",1631,"Sicelides a piscatory, as it hath beene acted in Kings Colledge, in Cambridge.",,86,London,,,
A00980,99838169,2532,STC 11085; ESTC S102384,Free,"Fletcher, Phineas, 1582-1650.",1632,"The way to blessednes a treatise or commentary, on the first Psalme. By Phinees Fletcher, B. in D. and minister of Gods Word at Hilgay, in Norfolke.",Bible. -- O.T. -- Psalms -- Commentaries.,304,London,,,
A00981,99838228,2595,STC 11086; ESTC S102443,Free,"Fletcher, Robert, purveyor of carriages to Queen Elizabeth.",1603,"A briefe and familiar epistle shevving His Maiesties most lawfull, honourable and iust title to all his kingdomes VVith an epitaph or briefe lamentation for the late Maiestie Royall of most famous, godly, and honourable memory: with a reioycing after sorrow for the same. And lastly a prayer for his Maiesties most happy succession, and for the Queene and their children. By Robert Fletcher.","James -- I, -- King of England, 1566-1625.",16, London,,,
A00982,99853233,18602,STC 11087; ESTC S118024,Free,"Fletcher, Robert, purveyor of carriages to Queen Elizabeth.",1606,"The nine English worthies: or, Famous and worthy princes of England being all of one name; beginning with King Henrie the first, and concluding with Prince Henry, eldest sonne to our Soueraigne Lord the King.",Great Britain -- Kings and rulers -- Early works to 1800.,76, London,,,
A00983,99851228,16496,STC 11088; ESTC S116011,Free,"Forget, Pierre, 1544-1610, attributed name. aut; Arnauld, Antoine, 1560-1619, attributed name. aut",1593,[The fleur de luce.]; Collection Fleur de lys.,Spain -- Foreign relations -- France -- Early works to 1800.,28,London,,,
A00990,99841356,5933,STC 11096; ESTC S105629,Free,"Florio, John, 1553?-1625.",1578,"Florio his firste fruites which yeelde familiar speech, merie prouerbes, wittie sentences, and golden sayings. Also a perfect induction to the Italian, and English tongues, as in the table appeareth. The like heretofore, neuer by any man published.",Italian language -- Textbooks for foreign speakers -- English.; Italian language -- Conversation and phrase books -- English.; Proverbs.,536,London,,,
A00991,99838142,2505,STC 11098; ESTC S102357,Free,"Florio, John, 1553?-1625.",1598,"A vvorlde of wordes, or Most copious, and exact dictionarie in Italian and English, collected by Iohn Florio; Vocabolario italiano & inglese",Italian language -- Dictionaries -- English.,480,  London,,,
A00993,99836229,487,STC 111; ESTC S100387,Free,"Adams, Thomas, fl. 1612-1653.",1616,A divine herball together with a forrest of thornes In five sermons. ... By Tho. Adams.,"Sermons, English -- 17th century.",164,London,,,
A00997,99838146,2509,STC 11103; ESTC S102361,Free,"Florus, Lucius Annaeus.; Pass, Simon van de, 1595?-1647, engraver.; Bolton, Edmund, 1575?-1633?",1619,"The Roman histories of Lucius Iulius Florus from the foundation of Rome, till CÃŒ_sar Augustus, for aboue DCC. yeares, & from thence to Traian near CC. yeares, divided by Flor[us] into IV. ages. Translated into English.; Epitomae de Tito Livio bellorum omnium annorum DCC libri II. English",Rome -- History -- Early works to 1800.,532,London,,,
A01001,99838148,2511,STC 11107; ESTC S102363,Free,,1619,"The wonderful discouerie of the vvitchcrafts of Margaret and Phillip Flower, daughters of Ioan Flower neere Beuer Castle: executed at Lincolne, March 11. 1618 Who were specially arraigned and condemned before Sir Henry Hobart, and Sir Edward Bromley, iudges of assise, for confessing themselues actors in the destruction of Henry L. Rosse, with their damnable practises against others the children of the Right Honourable Francis Earle of Rutland. Together with the seuerall examinations and confessions of Anne Baker, Ioan Willimot, and Ellen Greene, witches in Leicestershire.","Flower, Margaret, d. 1618 -- Early works to 1800.; Flower, Philippa, d. 1618 -- Early works to 1800.; Witchcraft -- England -- Early works to 1800.",48,  London,,,
A01002,99848351,13438,STC 11108; ESTC S113111,Free,"Flower, William, ca. 1498-1588.",1578,"By the king of hearolds of this province, from the river of Trent, North East and VVestvvard","Proby, Peter.",1,London?,,,
A01003,99840171,4646,STC 1111; ESTC S104433,Free,"Bacon, Francis, 1561-1626.",1604,"Sir Francis Bacon his apologie, in certaine imputations concerning the late Earle of Essex VVritten to the right Honorable his very good Lord, the Earle of Deuonshire, Lord Lieutenant of Ireland.; Apologie in certaine imputations concerning the late Earle of Essex","Essex, Robert Devereux, -- Earl of, 1566-1601.",74,London,,,
A01004,99842707,7386,STC 11110.7; ESTC S107002,Free,"Floyd, John, 1572-1649.; More, Thomas, 1565-1625, attributed name.",1620,"God and the king. Or a dialogue wherein is treated of allegiance due to our most gracious Lord, King Iames, within his dominions Which (by remouing all controuersies, and causes of dissentions and suspitions) bindeth subiects, by an inuiolable band of loue and duty, to their soueraigne. Translated out of Latin into English.; Deus et rex. English",Allegiance -- Religious aspects -- Early works to 1800.,142,  Cullen i.e. Saint-Omer,,,
A01011,99853235,18604,STC 11117; ESTC S118026,Free,"Floyd, John, 1572-1649.",1639,"The totall summe. Or No danger of damnation vnto Roman Catholiques for any errour in faith nor any hope of saluation for any sectary vvhatsoeuer that doth knovvingly oppose the doctrine of the Roman Church. This is proued by the confessions, and sayings of M. William Chillingvvorth his booke.","Chillingworth, William, 1602-1644. -- Religion of Protestants a safe way to salvation.",105,Saint-Omer,,,
A01013,99857183,22867,STC 11119; ESTC S122030,Free,"Floyd, Thomas, M.A., of Jesus College, Oxford.",1600,"The picture of a perfit common wealth describing aswell the offices of princes and inferiour magistrates ouer their subiects, as also the duties of subiects towards their gouernours. Gathered forth of many authors, aswel humane, as diuine, by Thomas Floyd master in the Artes.","State, The -- Early works to 1800.",330,  London,,,
A01014,99838161,2524,STC 11120; ESTC S102376,Free,"Fludd, Robert, 1574-1637.",1631,"Doctor Fludds answer vnto MÃ¥Ã¡ Foster or, The squeesing of Parson Fosters sponge, ordained by him for the wiping away of the weapon-salue VVherein the sponge-bearers immodest carriage and behauiour towards his bretheren is detected ...; Doctor Fludds answer unto M. Foster.","Foster, William, 1591-1643. -- Hoplocrisma spongus -- Controversial literature -- Early works to 1800.; Medicine, Magic, mystic, and spagiric -- Early works to 1800.",230,London,,,
